Loan_ID,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Gender_Female,Gender_Male,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Dependents_1,Dependents_2,Dependents_3+
LP001387,,0.034372294372294374,0.05599155206758346,0.18813314037626624,30.0,1.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP001391,No,0.042325293753865185,0.09873521011831905,0.2069464544138929,30.0,0.0,N,False,True,False,True,False,True,False,False,False,False,False
LP001392,Yes,0.0903030303030303,0.0,0.17221418234442834,30.0,1.0,Y,True,False,True,False,True,False,True,False,True,False,False
LP001398,,0.060606060606060615,0.0,0.15774240231548478,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001401,No,0.17851576994434137,0.0,0.25470332850940663,15.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False
LP001404,No,0.03731601731601732,0.054791561667506664,0.20984081041968158,30.0,1.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP001405,No,0.025528756957328386,0.03355173158614731,0.10998552821997105,30.0,0.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001421,No,0.06701298701298701,0.051407588739290085,0.24023154848046308,30.0,1.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001422,No,0.12687693259121832,0.0,0.361794500723589,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP001426,No,0.06823747680890538,0.06400748794009647,0.24746743849493485,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP001430,No,0.049672232529375394,0.0,0.05065123010130246,30.0,1.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP001431,No,0.024576376004947435,0.21551827585379318,0.18523878437047755,30.0,0.0,Y,True,False,True,False,True,False,True,False,False,False,False
LP001432,No,0.034718614718614725,0.0,0.10419681620839363,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001439,No,0.05132962275819419,0.04833561331509348,0.26772793053545585,30.0,1.0,Y,False,True,False,True,False,True,False,False,False,False,False
LP001443,No,0.04380952380952381,0.0,0.1215629522431259,30.0,0.0,Y,True,False,True,False,True,False,False,False,False,False,False
LP001448,No,0.2925541125541126,0.0,0.5224312590448625,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,True
LP001449,No,0.04594928880643167,0.03935968512251902,0.17221418234442834,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001451,Yes,0.1281756338899196,0.09239926080591356,0.21852387843704774,15.0,0.0,N,False,True,False,True,True,False,False,True,True,False,False
LP001465,No,0.07334570191713048,0.06165550675594595,0.25036179450072354,30.0,0.0,N,False,True,False,True,True,False,False,False,False,False,False
LP001469,Yes,0.247569573283859,0.0,0.9276410998552822,40.0,0.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001473,No,0.02305504019789734,0.04629562963496292,0.09406657018813314,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001478,No,0.03176252319109463,0.0,0.08827785817655572,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001482,Yes,0.040927643784786645,0.0,0.023154848046309698,10.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001487,No,0.05868893011750155,0.0,0.1345875542691751,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001488,No,0.04761904761904762,0.1859985120119039,0.406657018813314,30.0,1.0,N,False,True,False,True,True,False,True,False,False,False,True
LP001489,No,0.05482993197278912,0.0,0.1085383502170767,30.0,1.0,N,True,False,False,True,True,False,False,False,False,False,False
LP001491,Yes,0.03915893630179345,0.08399932800537596,0.11432706222865412,30.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP001492,No,0.18366110080395795,0.0,0.3371924746743849,30.0,0.0,N,False,True,True,False,True,False,True,False,False,False,False
LP001493,No,0.05009276437847867,0.03431972544219646,0.17366136034732269,30.0,1.0,N,False,True,False,True,False,True,False,False,False,True,False
LP001497,No,0.06050711193568337,0.049991600067199465,0.25470332850940663,30.0,1.0,N,False,True,False,True,True,False,False,False,False,True,False
LP001498,No,0.06514533085961657,0.0,0.23010130246020258,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001504,Yes,0.08410636982065553,0.0,0.24023154848046308,15.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001507,No,0.03151515151515152,0.0488156094751242,0.16353111432706222,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001508,No,0.1435621521335807,0.0,0.2575976845151953,15.0,1.0,Y,False,True,False,True,True,False,False,True,False,True,False
LP001514,No,0.026963512677798392,0.10766313869489044,0.13169319826338638,30.0,1.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP001516,No,0.1820160791589363,0.0,0.08827785817655572,30.0,1.0,Y,True,False,False,True,True,False,False,True,False,True,False
LP001518,No,0.017167594310451454,0.03419972640218878,0.030390738060781478,30.0,1.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001519,No,0.12183055040197897,0.03998368013055895,0.3125904486251809,30.0,1.0,N,True,False,True,False,True,False,False,False,False,False,False
LP001520,No,0.05825602968460112,0.01991984064127487,0.16787264833574528,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001528,No,0.07578231292517007,0.0,0.15774240231548478,30.0,0.0,N,False,True,True,False,True,False,False,False,False,False,False
LP001529,Yes,0.03001855287569573,0.08999928000575995,0.2069464544138929,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001531,No,0.11151515151515151,0.0,0.34008683068017365,30.0,1.0,N,False,True,True,False,True,False,False,True,False,False,False
LP001532,No,0.026357452071737786,0.0,0.150506512301013,30.0,1.0,N,False,True,False,True,False,True,False,False,False,True,False
LP001535,No,0.03839208410636982,0.0,0.059334298118668596,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001536,No,0.4928756957328386,0.0,0.8552821997105644,15.0,0.0,Y,False,True,False,True,True,False,True,False,False,False,True
LP001541,No,0.07235621521335807,0.0,0.21852387843704774,30.0,0.0,Y,False,True,False,True,True,False,False,False,True,False,False
LP001543,No,0.11611626468769326,0.0,0.2575976845151953,30.0,1.0,Y,False,True,False,True,True,False,False,True,True,False,False
LP001546,,0.035003092145949294,0.049991600067199465,0.1606367583212735,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001552,No,0.05482993197278912,0.13499892000863994,0.35600578871201155,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001560,No,0.021187384044526903,0.024983800129598964,0.12879884225759766,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,False,False
LP001562,No,0.09626468769325912,0.0,0.38494934876989867,30.0,1.0,N,False,True,False,True,True,False,False,True,False,False,False
LP001565,No,0.036351267779839214,0.030719754241966064,0.16208393632416784,30.0,0.0,N,False,True,False,True,True,False,True,False,True,False,False
LP001570,No,0.04968460111317255,0.03472772217822257,0.21562952243125902,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP001572,No,0.1134570191713049,0.0,0.0955137481910275,15.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,False
LP001574,No,0.04399505256648114,0.07598339213286294,0.25036179450072354,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001577,No,0.05482993197278912,0.0,0.14905933429811866,30.0,1.0,N,True,False,False,True,True,False,False,False,False,False,False
LP001578,No,0.028311688311688312,0.07999136006911944,0.17366136034732269,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001579,No,0.025813234384662955,0.0,0.07814761215629522,40.0,0.0,N,False,True,True,False,True,False,True,False,False,False,False
LP001580,No,0.09709338280766852,0.0,0.276410998552822,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,True,False
LP001581,,0.020655534941249228,0.042455660354717165,0.12445730824891461,30.0,1.0,Y,False,True,False,True,False,True,False,False,False,False,False
LP001585,No,0.6383797155225727,0.0,1.0,25.0,1.0,Y,False,True,False,True,True,False,False,True,False,False,True
LP001586,No,0.04170686456400743,0.0,0.10419681620839363,15.0,1.0,N,False,True,False,True,False,True,False,False,False,False,True
LP001594,No,0.06874458874458875,0.13499892000863994,0.2575976845151953,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001603,Yes,0.05187384044526902,0.017663858689130486,0.11287988422575977,30.0,1.0,N,False,True,False,True,False,True,True,False,False,False,False
LP001606,No,0.04139764996907855,0.04713562291501668,0.15484804630969606,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001608,No,0.023438466295609153,0.03885568915448676,0.13314037626628072,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,False
LP001610,No,0.06636982065553494,0.2711978304173567,0.703328509406657,30.0,0.0,N,False,True,False,True,True,False,True,False,False,False,True
LP001616,No,0.04452690166975882,0.0,0.15484804630969606,30.0,1.0,Y,False,True,False,True,True,False,True,False,True,False,False
LP001630,No,0.027000618429189858,0.03482372141022872,0.1345875542691751,40.0,0.0,N,False,True,True,False,False,True,False,True,False,False,False
LP001633,No,0.07730364873222016,0.17399860801113592,0.24746743849493485,30.0,0.0,N,False,True,False,True,True,False,False,True,True,False,False
LP001634,No,0.02184291898577613,0.1215110279117767,0.08393632416787264,30.0,0.0,N,False,True,True,False,True,False,False,False,False,False,False
LP001636,No,0.05504019789734076,0.0,0.09261939218523878,15.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001637,No,0.4167717996289425,0.0,0.36324167872648333,30.0,1.0,N,False,True,False,True,True,False,True,False,True,False,False
LP001639,No,0.042980828695114416,0.0,0.14327062228654122,30.0,1.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP001640,Yes,0.4823376623376624,0.11399908800729594,0.1606367583212735,30.0,1.0,Y,False,True,False,True,True,False,True,False,False,False,False
LP001641,Yes,0.025083487940630797,0.0,0.0824891461649783,25.0,0.0,N,False,True,False,True,True,False,False,False,True,False,False
LP001643,No,0.02761904761904762,0.05131158950728394,0.07091172214182344,30.0,0.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001644,Yes,0.006481137909709338,0.12710298317613458,0.23010130246020258,30.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001647,No,0.11351886209029066,0.0,0.25904486251808967,15.0,1.0,Y,False,True,False,True,True,False,False,False,False,False,False
LP001653,No,0.05856524427953,0.0,0.05643994211287988,30.0,1.0,Y,False,True,True,False,False,True,False,False,False,False,False
LP001656,No,0.14656771799628943,0.0,0.22431259044862514,30.0,1.0,N,False,True,True,False,True,False,True,False,False,False,False
LP001657,No,0.0727643784786642,0.0,0.21852387843704774,30.0,1.0,N,False,True,False,True,False,True,False,True,False,False,False
LP001658,No,0.04586270871985158,0.0,0.09696092619392185,30.0,1.0,Y,False,True,True,False,True,False,True,False,False,False,False
LP001664,No,0.049981447124304273,0.0,0.1606367583212735,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001665,No,0.0367965367965368,0.061991504067967454,0.2329956584659913,30.0,1.0,N,False,True,False,True,True,False,True,False,True,False,False
LP001666,No,0.10121212121212121,0.08999928000575995,0.2575976845151953,30.0,1.0,Y,False,True,True,False,True,False,False,False,False,False,False
LP001669,No,0.02173160173160173,0.05675954592363261,0.1606367583212735,30.0,1.0,Y,True,False,True,False,False,True,False,True,False,False,False
LP001671,No,0.04039579468150897,0.06758345933232535,0.150506512301013,30.0,0.0,Y,True,False,False,True,True,False,True,False,False,False,False
LP001673,Yes,0.1341991341991342,0.0,0.10709117221418234,30.0,1.0,N,False,True,True,False,True,False,False,True,False,False,False
LP001674,No,0.0303030303030303,0.05999952000383997,0.11722141823444283,30.0,1.0,Y,False,True,False,True,False,True,True,False,True,False,False
LP001677,No,0.059035250463821895,0.0,0.22720694645441386,30.0,0.0,Y,False,True,True,False,True,False,True,False,False,True,False
LP001682,No,0.04752009894867038,0.0,0.17221418234442834,15.0,1.0,N,False,True,False,True,False,True,False,True,False,False,True
LP001688,No,0.041434755720470014,0.025991792065663474,0.18234442836468884,30.0,1.0,Y,False,True,False,True,False,True,False,True,True,False,False
LP001691,No,0.04659245516388374,0.0,0.1664254703328509,30.0,1.0,Y,False,True,False,True,False,True,True,False,False,True,False
LP001692,No,0.05266542980828696,0.0,0.1606367583212735,30.0,1.0,Y,True,False,True,False,False,True,True,False,False,False,False
LP001693,No,0.03826839826839827,0.0,0.10274963820549927,30.0,1.0,Y,True,False,True,False,True,False,False,True,False,False,False
LP001698,No,0.047309833024118744,0.06074351405188758,0.06657018813314038,30.0,1.0,Y,False,True,True,False,False,True,False,False,False,False,False
LP001699,No,0.028806431663574522,0.0,0.0723589001447178,30.0,1.0,Y,False,True,True,False,True,False,False,True,False,False,False
LP001702,No,0.04042053184910328,0.0,0.170767004341534,30.0,1.0,N,False,True,True,False,True,False,True,False,False,False,False
LP001708,No,0.12183055040197897,0.0,0.29667149059334297,30.0,1.0,N,True,False,True,False,True,False,True,False,False,False,False
LP001711,No,0.040568954854669145,0.029999760001919985,0.17221418234442834,30.0,0.0,N,False,True,False,True,True,False,True,False,False,False,True
